epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.9922817,0.009239928,0.15513012705284113,1e-04,0.16574727,0.057438612,0.9950726,0.019598762,0.08341336325205193,0.718934,0.25622496
